Referencia;Sheet;Tipo;Valor
Por Produto - Empréstimos;InputSite_BusinessAreas ;1Q20;31253,1071
Por Produto - Fundos;InputSite_BusinessAreas ;1Q20;1533,0031
Por Produto - Fianças;InputSite_BusinessAreas ;1Q20;17858,4417
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;1Q20;5874,2516
Por Produto - Total;InputSite_BusinessAreas ;1Q20;56518,8034
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;1Q20;47725,1741
Por Área - Corporate Lending;InputSite_BusinessAreas ;1Q20;44430,0794
Por Área - SME Lending;InputSite_BusinessAreas ;1Q20;3295,0947
Por Área - Wealth Management;InputSite_BusinessAreas ;1Q20;2288,2016
Por Área - Liquidity Management;InputSite_BusinessAreas ;1Q20;6294,5092
Por Área - Merchant Banking;InputSite_BusinessAreas ;1Q20;210,9186
Por Área - Celfin;InputSite_BusinessAreas ;1Q20;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;1Q20;0,0000
Por Área - Outros;InputSite_BusinessAreas ;1Q20;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;1Q20;8793,6294
Por Área - Total;InputSite_BusinessAreas ;1Q20;56518,8034
Por classificação de risco - AA;InputSite_BusinessAreas ;1Q20;26548,4813
Por classificação de risco - A;InputSite_BusinessAreas ;1Q20;12610,5097
Por classificação de risco - B;InputSite_BusinessAreas ;1Q20;10612,4517
Por classificação de risco - C;InputSite_BusinessAreas ;1Q20;2774,3337
Por classificação de risco - D;InputSite_BusinessAreas ;1Q20;1982,1597
Por classificação de risco - E;InputSite_BusinessAreas ;1Q20;495,9290
Por classificação de risco - F;InputSite_BusinessAreas ;1Q20;971,8744
Por classificação de risco - G;InputSite_BusinessAreas ;1Q20;271,7695
Por classificação de risco - H;InputSite_BusinessAreas ;1Q20;251,2944
Por classificação de risco - Total;InputSite_BusinessAreas ;1Q20;56518,8034
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;1Q20;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;1Q20;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;1Q20;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;1Q20;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;1Q20;-1755,5918
Sales & Trading - Receitas;InputSite_BusinessAreas ;1Q20;454,9828
Asset Management - Receitas;InputSite_BusinessAreas ;1Q20;214,0138
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;1Q20;80,0031
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;1Q20;128,8553
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;1Q20;53,2450
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;1Q20;6,6685
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q20;268,7720
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;1Q20;70,6677
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;1Q20;12,7491
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;1Q20;15,2937
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;1Q20;7,3042
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;1Q20;77,5021
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;1Q20;85,2552
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q20;268,7720
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;1Q20;9,3337
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;1Q20;169,8354
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;1Q20;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;1Q20;169,8354
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;1Q20;107,8623
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;1Q20;24,3439
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;1Q20;23,7713
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;1Q20;4,5373
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;1Q20;0,1330
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;1Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q20;160,6479
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;1Q20;160,6479
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;1Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q20;160,6479
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;1Q20;11,8895
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;1Q20;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;1Q20;-17,7747
Participations* - Receitas;InputSite_BusinessAreas ;1Q20;97,6977
Interest & Others - Receitas;InputSite_BusinessAreas ;1Q20;143,6947
Investment Banking - Receitas;InputSite_BusinessAreas ;2Q20;221,6688
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;2Q20;3,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;2Q20;6,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;2Q20;13,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;2Q20;250,0000
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;2Q20;404,8600
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;2Q20;117,9080
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;2Q20;302,7126
Por Área - Corporate Lending;InputSite_BusinessAreas ;2Q20;57208,6069
Por Setor - Utilities;InputSite_BusinessAreas ;2Q20;0,2076
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;2Q20;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;2Q20;0,0941
Por Setor - Agribusiness;InputSite_BusinessAreas ;2Q20;0,0554
Por Setor - Retail;InputSite_BusinessAreas ;2Q20;0,1008
Por Setor - Real Estate;InputSite_BusinessAreas ;2Q20;0,0665
Por Setor - Oil & Gas;InputSite_BusinessAreas ;2Q20;0,0775
Por Setor - Food & Beverage;InputSite_BusinessAreas ;2Q20;0,0672
Por Setor - Metals & Mining;InputSite_BusinessAreas ;2Q20;0,0275
Por Setor - Water & Sewage;InputSite_BusinessAreas ;2Q20;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;2Q20;0,0809
Por Setor - Telecom;InputSite_BusinessAreas ;2Q20;0,0141
Por Setor - Government;InputSite_BusinessAreas ;2Q20;0,0070
Por Setor - Auto-Parts;InputSite_BusinessAreas ;2Q20;0,0108
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;2Q20;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;2Q20;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;2Q20;0,0022
Por Setor - Wealth Management;InputSite_BusinessAreas ;2Q20;0,0701
Por Setor - Outros;InputSite_BusinessAreas ;2Q20;0,1182
Por Setor - Total;InputSite_BusinessAreas ;2Q20;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;2Q20;38844,1237
Por Produto - Fundos;InputSite_BusinessAreas ;2Q20;1666,6178
Por Produto - Fianças;InputSite_BusinessAreas ;2Q20;18561,6587
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;2Q20;7125,0707
Por Produto - Total;InputSite_BusinessAreas ;2Q20;66197,4709
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;2Q20;57208,6069
Por Área - Corporate Lending;InputSite_BusinessAreas ;2Q20;53360,5368
Por Área - SME Lending;InputSite_BusinessAreas ;2Q20;3848,0701
Por Área - Wealth Management;InputSite_BusinessAreas ;2Q20;3045,0882
Por Área - Liquidity Management;InputSite_BusinessAreas ;2Q20;5731,4374
Por Área - Merchant Banking;InputSite_BusinessAreas ;2Q20;212,3385
Por Área - Celfin;InputSite_BusinessAreas ;2Q20;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;2Q20;0,0000
Por Área - Outros;InputSite_BusinessAreas ;2Q20;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;2Q20;8988,8640
Por Área - Total;InputSite_BusinessAreas ;2Q20;66197,4709
Por classificação de risco - AA;InputSite_BusinessAreas ;2Q20;32523,7547
Por classificação de risco - A;InputSite_BusinessAreas ;2Q20;14013,9282
Por classificação de risco - B;InputSite_BusinessAreas ;2Q20;12549,2676
Por classificação de risco - C;InputSite_BusinessAreas ;2Q20;3025,2186
Por classificação de risco - D;InputSite_BusinessAreas ;2Q20;1749,5954
Por classificação de risco - E;InputSite_BusinessAreas ;2Q20;674,1468
Por classificação de risco - F;InputSite_BusinessAreas ;2Q20;236,0657
Por classificação de risco - G;InputSite_BusinessAreas ;2Q20;1069,5086
Por classificação de risco - H;InputSite_BusinessAreas ;2Q20;355,9854
Por classificação de risco - Total;InputSite_BusinessAreas ;2Q20;66197,4709
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;2Q20;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;2Q20;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;2Q20;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;2Q20;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;2Q20;-1862,4933
Sales & Trading - Receitas;InputSite_BusinessAreas ;2Q20;1017,5364
Asset Management - Receitas;InputSite_BusinessAreas ;2Q20;195,2094
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;2Q20;92,5273
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2Q20;151,7300
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;2Q20;53,8915
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;2Q20;5,8151
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q20;303,9639
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;2Q20;112,6442
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;2Q20;32,1931
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;2Q20;13,8035
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;2Q20;28,9419
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2Q20;91,5033
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q20;24,8780
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q20;303,9639
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;2Q20;11,7978
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;2Q20;198,6241
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;2Q20;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;2Q20;198,5908
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;2Q20;125,8109
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;2Q20;32,3498
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;2Q20;27,6942
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;2Q20;5,7970
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;2Q20;1,7375
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q20;193,3895
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;2Q20;193,3895
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;2Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q20;193,3895
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;2Q20;10,6597
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;2Q20;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;2Q20;395,4632
Participations* - Receitas;InputSite_BusinessAreas ;2Q20;71,4938
Interest & Others - Receitas;InputSite_BusinessAreas ;2Q20;79,8091
Investment Banking - Receitas;InputSite_BusinessAreas ;3Q20;402,1130
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;3Q20;18,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q20;19,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q20;19,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;3Q20;7919,7900
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q20;1074,1200
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q20;598,6273
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;3Q20;425,1087
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q20;68290,2601
Por Setor - Utilities;InputSite_BusinessAreas ;3Q20;0,2140
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;3Q20;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;3Q20;0,1112
Por Setor - Agribusiness;InputSite_BusinessAreas ;3Q20;0,0571
Por Setor - Retail;InputSite_BusinessAreas ;3Q20;0,0977
Por Setor - Real Estate;InputSite_BusinessAreas ;3Q20;0,0697
Por Setor - Oil & Gas;InputSite_BusinessAreas ;3Q20;0,0674
Por Setor - Food & Beverage;InputSite_BusinessAreas ;3Q20;0,0534
Por Setor - Metals & Mining;InputSite_BusinessAreas ;3Q20;0,0346
Por Setor - Water & Sewage;InputSite_BusinessAreas ;3Q20;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;3Q20;0,0716
Por Setor - Telecom;InputSite_BusinessAreas ;3Q20;0,0216
Por Setor - Government;InputSite_BusinessAreas ;3Q20;0,0060
Por Setor - Auto-Parts;InputSite_BusinessAreas ;3Q20;0,0090
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;3Q20;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;3Q20;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;3Q20;0,0016
Por Setor - Wealth Management;InputSite_BusinessAreas ;3Q20;0,0663
Por Setor - Outros;InputSite_BusinessAreas ;3Q20;0,1188
Por Setor - Total;InputSite_BusinessAreas ;3Q20;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;3Q20;46091,0748
Por Produto - Fundos;InputSite_BusinessAreas ;3Q20;2231,8794
Por Produto - Fianças;InputSite_BusinessAreas ;3Q20;22348,8546
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;3Q20;8174,9060
Por Produto - Total;InputSite_BusinessAreas ;3Q20;78846,7147
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;3Q20;68290,2601
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q20;62490,0758
Por Área - SME Lending;InputSite_BusinessAreas ;3Q20;5800,1844
Por Área - Wealth Management;InputSite_BusinessAreas ;3Q20;3807,8779
Por Área - Liquidity Management;InputSite_BusinessAreas ;3Q20;6534,9262
Por Área - Merchant Banking;InputSite_BusinessAreas ;3Q20;213,6505
Por Área - Celfin;InputSite_BusinessAreas ;3Q20;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;3Q20;0,0000
Por Área - Outros;InputSite_BusinessAreas ;3Q20;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;3Q20;10556,4546
Por Área - Total;InputSite_BusinessAreas ;3Q20;78846,7147
Por classificação de risco - AA;InputSite_BusinessAreas ;3Q20;38626,8171
Por classificação de risco - A;InputSite_BusinessAreas ;3Q20;18592,4298
Por classificação de risco - B;InputSite_BusinessAreas ;3Q20;14521,6636
Por classificação de risco - C;InputSite_BusinessAreas ;3Q20;2508,7337
Por classificação de risco - D;InputSite_BusinessAreas ;3Q20;2300,2384
Por classificação de risco - E;InputSite_BusinessAreas ;3Q20;686,3112
Por classificação de risco - F;InputSite_BusinessAreas ;3Q20;266,7033
Por classificação de risco - G;InputSite_BusinessAreas ;3Q20;990,8675
Por classificação de risco - H;InputSite_BusinessAreas ;3Q20;352,9500
Por classificação de risco - Total;InputSite_BusinessAreas ;3Q20;78846,7147
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;3Q20;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;3Q20;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;3Q20;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;3Q20;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;3Q20;-1940,2593
Sales & Trading - Receitas;InputSite_BusinessAreas ;3Q20;893,0442
Asset Management - Receitas;InputSite_BusinessAreas ;3Q20;254,4591
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;3Q20;101,6666
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q20;165,0692
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;3Q20;56,4884
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;3Q20;6,0322
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q20;329,2563
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;3Q20;114,4188
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;3Q20;37,8913
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;3Q20;14,9996
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;3Q20;30,7107
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q20;100,9853
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q20;30,2505
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q20;329,2563
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;3Q20;16,6042
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;3Q20;233,9021
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;3Q20;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;3Q20;233,9021
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;3Q20;142,4791
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;3Q20;39,0831
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;3Q20;33,5578
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;3Q20;6,3269
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;3Q20;0,0844
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q20;221,5314
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;3Q20;221,5314
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;3Q20;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q20;221,5314
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;3Q20;20,7911
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;3Q20;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;3Q20;131,0424
Participations* - Receitas;InputSite_BusinessAreas ;3Q20;92,2889
Interest & Others - Receitas;InputSite_BusinessAreas ;3Q20;46,1074
Investment Banking - Receitas;InputSite_BusinessAreas ;4Q20;514,6856
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;4Q20;12,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q20;10,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;4Q20;22,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;4Q20;16250,7000
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q20;616,1300
